
language,filename,blank,comment,code,"github.com/AlDanial/cloc v 1.82  T=0.02 s (2474.6 files/s, 309910.1 lines/s)"
C++,./parallel/chat/chat.pony,87,4,370
C++,./concurrency/banking2pc/banking.pony,53,1,225
C++,./parallel/filterbank/filterbank.pony,64,0,225
C++,./parallel/facloc/facloc.pony,45,0,206
C++,./parallel/uct/uct.pony,37,0,181
C++,./parallel/apsp/apsp.pony,34,0,170
C++,./parallel/nqueenk/nqueenk.pony,31,0,158
C++,./parallel/recmatmul/recmatmul.pony,39,0,142
C++,./util/bench.pony,33,1,139
C++,./concurrency/logmap/logmap.pony,30,0,137
C++,./concurrency/bndbuffer/bndbuffer.pony,25,0,132
C++,./parallel/quicksort/quicksort.pony,29,0,126
C++,./concurrency/banking/banking.pony,29,1,113
C++,./concurrency/barber/barber.pony,30,0,113
C++,./micro/chameneos/chameneos.pony,19,0,103
C++,./parallel/chat/mandelbrot.pony,30,0,95
C++,./concurrency/concsll/concsll.pony,25,0,95
C++,./concurrency/philosopher/philosopher.pony,20,0,78
C++,./parallel/radixsort/radixsort.pony,19,0,77
C++,./util/stats.pony,25,0,77
C++,./util/random.pony,19,0,74
C++,./parallel/piprecision/piprecision.pony,18,0,73
C++,./micro/big/big.pony,18,0,65
C++,./concurrency/concdict/concdict.pony,17,0,65
C++,./parallel/sieve/sieve.pony,17,0,64
C++,./parallel/trapezoid/trapezoid.pony,19,0,62
C++,./savina.pony,7,39,55
C++,./parallel/bitonicsort/bitonicsort.pony,8,0,46
C++,./concurrency/cigsmok/cigsmok.pony,14,0,45
C++,./micro/fib/fib.pony,13,0,44
C++,./micro/fjthrput/fjthrput.pony,14,0,42
C++,./micro/threadring/threadring.pony,13,0,39
C++,./parallel/astar/astar.pony,2,0,30
C++,./micro/pingpong/pingpong.pony,9,0,29
C++,./micro/count/count.pony,16,0,28
C++,./micro/fjcreate/fjcreate.pony,13,0,28
C++,./parallel/nqueenk/meta.pony,1,0,26
C++,./parallel/piprecision/bigdecimal.pony,3,0,11
SUM,,925,46,3788
