cores,time
20,2.5286567211151123
21,2.409769296646118
22,2.30129075050354
23,2.200319290161133
24,2.110060453414917
25,2.025850296020508
26,1.9478590488433838
27,1.8763816356658936
28,1.8106768131256104
29,1.7478408813476562
30,1.6904151439666748
31,1.6391518115997314
32,1.586897611618042
33,1.5384953022003174
34,1.4939258098602295
35,1.4523065090179443
36,1.4134178161621094
37,1.375133752822876
38,1.3365540504455566
39,1.302860975265503
40,1.271575927734375
41,1.2402536869049072
42,1.2110044956207275
43,1.1827659606933594
44,1.1587846279144287
45,1.1317548751831055
46,1.109804391860962
47,1.082390546798706
48,1.0592715740203857
49,1.0392632484436035
50,1.0220282077789307
51,1.023444652557373
52,1.0276539325714111
53,1.0489776134490967
54,1.0407047271728516
55,1.0455822944641113
56,1.0569677352905273
57,1.0504844188690186
58,1.0631191730499268
59,1.0618700981140137
60,1.0643064975738525
61,1.0667390823364258
62,1.083247184753418
63,1.0783960819244385
64,1.0808496475219727
65,1.1048712730407715
66,1.103586196899414
67,1.1029386520385742
68,1.112861156463623
69,1.0950157642364502
70,1.1058106422424316
71,1.102219820022583
72,1.1065020561218262
1,50.635987997055054
2,25.352352142333984
3,16.909133672714233
4,12.64598035812378
5,10.119644165039062
6,8.42965579032898
7,7.228430271148682
8,6.306646823883057
9,5.606704473495483
10,5.047995328903198
11,4.589478492736816
12,4.206739664077759
13,3.8835835456848145
14,3.6100375652313232
15,3.3690919876098633
16,3.161850690841675
17,2.974365234375
18,2.810722589492798
19,2.6624057292938232
20,2.528855085372925
21,2.409700632095337
22,2.2991347312927246
23,2.206810235977173
24,2.1087770462036133
25,2.0243287086486816
26,1.9496207237243652
27,1.875525951385498
28,1.8094639778137207
29,1.7473368644714355
30,1.6902344226837158
31,1.6371066570281982
32,1.5877125263214111
33,1.5376882553100586
34,1.4952259063720703
35,1.4515690803527832
36,1.4121873378753662
37,1.374880313873291
38,1.3395044803619385
39,1.3057374954223633
40,1.272749662399292
41,1.2401645183563232
42,1.2121927738189697
43,1.1829440593719482
44,1.1560633182525635
45,1.1301367282867432
46,1.1049339771270752
47,1.0825247764587402
48,1.060549020767212
49,1.0395410060882568
50,1.0227470397949219
51,1.0217933654785156
52,1.0900428295135498
53,1.0365726947784424
54,1.0414423942565918
55,1.046170711517334
56,1.0572714805603027
57,1.0503628253936768
58,1.102358341217041
59,1.0648541450500488
60,1.063892126083374
61,1.0773978233337402
62,1.0775415897369385
63,1.0748984813690186
64,1.0842692852020264
65,1.0961902141571045
66,1.0905561447143555
67,1.087956190109253
68,1.0975172519683838
69,1.1081969738006592
70,1.1056220531463623
71,1.1096525192260742
72,1.110764980316162
1,50.67644476890564
2,25.365320682525635
3,16.907665491104126
4,12.650639772415161
5,10.123241186141968
6,8.43319296836853
7,7.22882604598999
8,6.309462070465088
9,5.6087563037872314
10,5.047425746917725
11,4.591480016708374
12,4.2095947265625
13,3.8862757682800293
14,3.6087698936462402
15,3.3705763816833496
16,3.1596155166625977
17,2.9722189903259277
18,2.809739589691162
19,2.6637651920318604
20,2.5286741256713867
21,2.409090042114258
22,2.2996790409088135
23,2.200531482696533
24,2.1101667881011963
