cores,time
1,50.66514801979065
2,25.356656789779663
3,16.912649631500244
4,12.653137922286987
5,10.120633363723755
6,8.431825876235962
7,7.223271608352661
8,6.3062379360198975
9,5.60736346244812
10,5.045490026473999
11,4.589560508728027
12,4.20592188835144
13,3.884587526321411
14,3.60766863822937
15,3.3710415363311768
16,3.160769462585449
17,2.9712934494018555
18,2.8100874423980713
19,2.662015438079834
20,2.5286056995391846
21,2.4094157218933105
22,2.3010804653167725
23,2.1992225646972656
24,2.110504388809204
25,2.027268409729004
26,1.94663405418396
27,1.875314474105835
28,1.8090195655822754
29,1.7503437995910645
30,1.6921074390411377
31,1.636223316192627
32,1.5850274562835693
33,1.5387589931488037
34,1.4920876026153564
35,1.4490482807159424
36,1.4130299091339111
37,1.3739137649536133
38,1.3404381275177002
39,1.3063664436340332
40,1.2740943431854248
41,1.2413768768310547
42,1.2130522727966309
43,1.1840527057647705
44,1.155815839767456
45,1.136406421661377
46,1.10776948928833
47,1.0891406536102295
48,1.0665302276611328
49,1.0390799045562744
50,1.0207769870758057
51,1.0034453868865967
52,0.9871132373809814
53,0.9661533832550049
54,0.9455218315124512
55,0.930405855178833
56,0.9172694683074951
57,0.9034807682037354
58,0.8806378841400146
59,0.8662858009338379
60,0.8580484390258789
61,0.8444631099700928
62,0.8286218643188477
63,0.818549394607544
64,0.8046534061431885
65,0.7942705154418945
66,0.7799205780029297
67,0.7697844505310059
68,0.7568392753601074
69,0.7510952949523926
70,0.7326376438140869
71,0.7225379943847656
72,0.7133774757385254
1,50.6557674407959
2,25.369590282440186
3,16.909826040267944
4,12.653713703155518
5,10.121850490570068
6,8.434559106826782
7,7.230330467224121
8,6.311084032058716
9,5.606378555297852
10,5.047366619110107
11,4.5902955532073975
12,4.2085862159729
13,3.885812520980835
14,3.612605571746826
15,3.370659828186035
16,3.158804416656494
17,2.9725348949432373
18,2.811310291290283
19,2.661306858062744
20,2.531132459640503
21,2.4100208282470703
22,2.299295425415039
23,2.1992926597595215
24,2.112247943878174
25,2.025186061859131
26,1.9472808837890625
27,1.8789863586425781
28,1.8104526996612549
29,1.7474217414855957
30,1.6961159706115723
31,1.6357386112213135
32,1.5877790451049805
33,1.539365530014038
34,1.4945039749145508
35,1.4504954814910889
36,1.4109814167022705
37,1.374199628829956
38,1.336294412612915
39,1.3069400787353516
40,1.2728078365325928
41,1.2434816360473633
42,1.2132861614227295
43,1.1833794116973877
44,1.1585988998413086
45,1.1321556568145752
46,1.1078014373779297
47,1.0878586769104004
48,1.060924768447876
49,1.0463571548461914
50,1.025705337524414
51,1.0079710483551025
52,0.9796671867370605
53,0.9665770530700684
54,0.9507734775543213
55,0.9311263561248779
56,0.915424108505249
57,0.8952226638793945
58,0.8821303844451904
59,0.8719251155853271
60,0.85628342628479
61,0.8446369171142578
62,0.8254785537719727
63,0.8271846771240234
64,0.8067455291748047
65,0.7909023761749268
66,0.7855226993560791
67,0.7687299251556396
68,0.7554326057434082
69,0.747758150100708
70,0.7326076030731201
71,0.731820821762085
72,0.7140886783599854
1,50.666808128356934
2,25.362043380737305
3,16.911263942718506
4,12.648186922073364
5,10.125058889389038
6,8.432279586791992
7,7.223156213760376
8,6.309085130691528
9,5.607562303543091
10,5.04564356803894
11,4.591537952423096
