language,filename,blank,comment,code,"github.com/AlDanial/cloc v 1.82  T=0.02 s (1722.0 files/s, 192996.4 lines/s)"
C/C++ Header,./boc/concurrency/bndbuffer.h,67,9,280
C/C++ Header,./actors/parallel/filterbank.h,66,1,247
C/C++ Header,./actors/parallel/recmatmul.h,42,1,156
C/C++ Header,./actors/concurrency/bndbuffer.h,32,3,142
C/C++ Header,./actors/concurrency/logmap.h,35,2,133
C/C++ Header,./actors/concurrency/barber.h,36,0,127
C/C++ Header,./actors/parallel/quicksort.h,39,6,121
C/C++ Header,./actors/concurrency/banking.h,29,2,117
C/C++ Header,./actors/concurrency/concsll.h,32,2,108
C/C++ Header,./boc/concurrency/barber.h,35,4,106
C/C++ Header,./actors/micro/chameneos.h,27,2,105
C/C++ Header,./actors/parallel/radixsort.h,29,8,105
C/C++ Header,./actors/concurrency/philosopher.h,25,0,94
C/C++ Header,./boc/micro/chameneos.h,25,3,85
C/C++ Header,./boc/parallel/quicksort.h,27,6,85
C/C++ Header,./actors/concurrency/concdict.h,25,1,84
C/C++ Header,./actors/micro/big.h,28,1,83
C/C++ Header,./boc/concurrency/concdict.h,23,2,81
C/C++ Header,./boc/concurrency/banking.h,26,5,78
C/C++ Header,./boc/parallel/sieve.h,15,2,78
C/C++ Header,./actors/parallel/trapezoid.h,24,1,72
C/C++ Header,./actors/parallel/sieve.h,19,17,68
C/C++ Header,./boc/parallel/trapezoid.h,22,18,68
C/C++ Header,./actors/concurrency/cigsmok.h,21,1,66
C/C++ Header,./boc/concurrency/philosopher.h,18,1,61
C/C++ Header,./actors/micro/fjthroughput.h,21,2,53
C/C++ Header,./boc/concurrency/logmap.h,23,2,52
C/C++ Header,./boc/micro/fjthroughput.h,21,7,52
C/C++ Header,./actors/micro/fib.h,22,0,51
C/C++ Header,./actors/micro/threadring.h,19,2,46
C/C++ Header,./actors/micro/pingpong.h,16,1,43
C/C++ Header,./boc/micro/fjcreate.h,16,0,42
C/C++ Header,./actors/micro/fjcreate.h,16,0,42
C/C++ Header,./actors/micro/count.h,19,1,40
C/C++ Header,./boc/micro/count.h,16,1,30
C/C++ Header,./boc/micro/fib.h,13,0,28
C/C++ Header,./actors/benchmarks.h,2,0,23
C/C++ Header,./boc/benchmarks.h,2,0,14
C/C++ Header,./actors/micro/nop.h,6,0,12
SUM,,979,114,3278
